deep_blue, aquamarine, steel_blue, 55
light_mint, alice_blue, pale_turquoise, 95
light_mint, pale_yellow, dull_green, 100
light_mint, light_gray, pale_turquoise, 100
light_mint, dark_turquoise, light_turquoise, 115
light_mint, pale_blue, pale_turquoise, 100
light_mint, lime, light_green, 100
light_mint, light_green, mint, 110
light_mint, magenta, light_purple, 75
light_mint, maroon, dark_gray, 50
light_purple, aquamarine, pale_blue, 70
light_purple, black, dark_purple, 75
light_purple, deep_blue, purple, 100
light_purple, red_brown, purple_red, 90
light_purple, dull_blue, light_slate, 95
light_purple, light_brown, dull_pink, 80
light_purple, coral, dull_pink, 85
light_purple, crimson, purple_red, 95
light_purple, cyan, blue, 70
light_purple, dark_bronze, brick_red, 65
light_purple, gray, light_mauve, 95
light_purple, dark_beige, dull_red, 60
light_purple, red_orange, brick_red, 70
light_purple, dark_salmon, dull_pink, 85
light_purple, dull_green, light_mauve, 55
light_purple, dark_slate, slate_blue, 100
light_purple, dark_teal, dark_slate, 95
light_purple, turquoise, blue, 75
light_purple, deep_pink, purple_red, 110
light_purple, light_blue, blue, 75
light_purple, dark_gray, light_slate, 95
light_purple, blue, royal_blue, 95
light_purple, gold, pale_brown, 50
light_purple, bronze, dull_red, 60
light_purple, dim_gray, light_slate, 100
light_purple, pink, mauve, 110
light_purple, brick_red, purple_red, 95
light_purple, indigo, purple, 100
light_purple, beige, dull_red, 55
light_purple, alice_blue, light_mauve, 90
light_purple, pale_yellow, light_mauve, 65
light_purple, light_gray, light_mauve, 90
light_purple, dark_turquoise, steel_blue, 80
light_purple, pale_blue, light_mauve, 95
light_purple, maroon, purple_red, 80
light_slate, aquamarine, sky_blue, 75
light_slate, black, dark_slate, 75
light_slate, deep_blue, slate_blue, 100
light_slate, red_brown, purple_red, 85
light_slate, dull_blue, slate, 95
light_slate, light_brown, dull_pink, 80
light_slate, coral, dull_pink, 80
light_slate, crimson, purple_red, 90
light_slate, cyan, light_blue, 75
light_slate, dark_bronze, dull_red, 65
light_slate, dark_green, dark_teal, 70
light_slate, dark_beige, dull_red, 65
light_slate, dark_olive, dark_gray, 65
light_slate, red_orange, dark_salmon, 70
light_slate, dark_salmon, dull_pink, 85
light_slate, dull_green, slate, 80
light_slate, dark_slate, slate_blue, 105
light_slate, dark_teal, slate_blue, 95
light_slate, turquoise, blue, 85
light_slate, purple, slate_blue, 110
light_slate, deep_pink, light_purple, 100
light_slate, light_blue, blue, 90
light_slate, dark_gray, slate_blue, 100
light_slate, blue, royal_blue, 105
light_slate, gold, pale_tan, 55
light_slate, bronze, dull_red, 65
light_slate, green, teal, 70
light_slate, pink, light_purple, 105
light_slate, brick_red, dull_pink, 95
light_slate, indigo, purple, 95
light_slate, beige, pale_purple, 60
light_slate, alice_blue, light_mauve, 95
light_slate, pale_yellow, pale_purple, 65
light_slate, light_gray, light_mauve, 90
light_slate, dark_turquoise, steel_blue, 85
light_slate, lime, mint, 60
light_slate, light_green, dull_blue, 65
light_slate, magenta, light_purple, 110
light_slate, maroon, dark_purple, 80
light_slate, light_mint, blue, 80
light_slate, light_purple, slate_blue, 115
mint, aquamarine, light_mint, 105
mint, black, dark_green, 65
mint, deep_blue, royal_blue, 60
mint, red_brown, dark_olive, 55
mint, dull_blue, dark_turquoise, 105
mint, light_brown, olive, 70
mint, coral, dark_beige, 65
mint, crimson, brown, 50
mint, cyan, light_mint, 100
mint, dark_bronze, olive, 90
mint, gray, dull_green, 100
mint, dark_green, dark_mint, 95
mint, dark_beige, dull_green, 105
mint, dark_olive, dark_mint, 100
mint, red_orange, dark_beige, 75
mint, dark_salmon, dull_green, 75
mint, dull_green, light_mint, 115
mint, dark_slate, teal, 70
mint, dark_teal, dark_mint, 85
mint, turquoise, light_mint, 105
mint, purple, slate_blue, 65
mint, light_blue, dark_turquoise, 85
mint, dark_gray, dark_mint, 95
mint, blue, dull_blue, 75
mint, gold, yellow_green, 90
mint, bronze, yellow_green, 90
mint, dim_gray, dark_mint, 100
mint, green, dark_mint, 105
mint, pink, dim_gray, 45
mint, indigo, dark_slate, 60
mint, beige, dull_green, 95
mint, alice_blue, light_mint, 90
mint, pale_yellow, dull_green, 95
mint, light_gray, light_mint, 95
mint, dark_turquoise, light_mint, 110
mint, pale_blue, light_mint, 90
mint, lime, light_green, 105
mint, magenta, light_purple, 70
mint, maroon, dark_olive, 50
mint, light_mint, dull_green, 115
mint, light_purple, slate, 75
mint, light_slate, slate, 75
purple_red, black, dark_purple, 85
purple_red, deep_blue, purple, 95
purple_red, light_brown, crimson, 85
purple_red, coral, brick_red, 85
purple_red, crimson, deep_pink, 105
purple_red, cyan, steel_blue, 45
purple_red, dark_bronze, brick_red, 70
purple_red, gray, dull_pink, 90
purple_red, dark_beige, dull_pink, 60
purple_red, red_orange, brick_red, 70
purple_red, dark_salmon, dull_pink, 90
purple_red, dull_green, dull_pink, 55
purple_red, dark_slate, dark_purple, 100
purple_red, dark_teal, dark_purple, 100
purple_red, turquoise, royal_blue, 55
purple_red, purple, dark_purple, 110
purple_red, light_blue, slate_blue, 60
purple_red, dark_gray, dark_purple, 100
purple_red, blue, slate_blue, 80
purple_red, gold, coral, 50
purple_red, bronze, brick_red, 60
purple_red, pink, deep_pink, 105
purple_red, brick_red, deep_pink, 105
purple_red, indigo, dark_purple, 100
purple_red, beige, dull_pink, 55
purple_red, alice_blue, mauve, 80
purple_red, pale_yellow, dull_pink, 60
purple_red, light_gray, dull_pink, 85
purple_red, dark_turquoise, slate_blue, 65
purple_red, pale_blue, light_purple, 80
purple_red, magenta, light_purple, 105
purple_red, maroon, red_brown, 95
purple_red, light_slate, light_purple, 105
pale_rose, aquamarine, pale_turquoise, 90
pale_rose, deep_blue, light_slate, 65
pale_rose, red_brown, dull_red, 75
pale_rose, dull_blue, light_gray, 85
pale_rose, light_brown, dark_salmon, 90
pale_rose, coral, dark_salmon, 100
pale_rose, crimson, dull_pink, 85
pale_rose, cyan, pale_turquoise, 90
pale_rose, dark_bronze, pale_tan, 90
pale_rose, gray, light_gray, 105
pale_rose, dark_green, dull_green, 65
pale_rose, dark_beige, pale_orange, 100
pale_rose, dark_olive, dark_beige, 75
pale_rose, red_orange, pale_brown, 95
pale_rose, dark_salmon, pale_pink, 105
pale_rose, dull_green, pale_yellow, 90
pale_rose, dark_slate, light_mauve, 65
pale_rose, dark_teal, gray, 65
pale_rose, turquoise, pale_turquoise, 90
pale_rose, purple, mauve, 70
pale_rose, deep_pink, pink, 90
pale_rose, light_blue, sky_blue, 90
pale_rose, dark_gray, gray, 85
pale_rose, blue, pale_blue, 85
pale_rose, gold, beige, 95
pale_rose, bronze, pale_tan, 95
pale_rose, dim_gray, gray, 95
pale_rose, green, dull_green, 70
pale_rose, pink, pale_pink, 95
pale_rose, brick_red, dull_red, 90
pale_rose, indigo, light_purple, 50
pale_rose, beige, pale_orange, 100
pale_rose, pale_yellow, pale_orange, 105
pale_rose, dark_turquoise, pale_turquoise, 85
pale_rose, pale_blue, alice_blue, 105
pale_rose, lime, pale_green, 80
pale_rose, light_green, pale_green, 80
pale_rose, magenta, mauve, 85
pale_rose, maroon, brick_red, 60
pale_rose, light_mint, pale_turquoise, 90
pale_rose, light_purple, light_mauve, 85
pale_rose, light_slate, light_mauve, 85
pale_rose, mint, dull_green, 85
pale_rose, purple_red, pink, 80
navy, deep_blue, indigo, 110
navy, red_brown, dark_purple, 85
navy, dull_blue, dark_slate, 75
navy, coral, dark_purple, 60
navy, crimson, dark_purple, 80
navy, gray, dark_slate, 65
navy, dark_green, dark_teal, 65
navy, dark_olive, dark_slate, 55
navy, red_orange, red_brown, 50
navy, dull_green, royal_blue, 55
navy, dark_slate, indigo, 110
navy, dark_teal, dark_slate, 95
navy, turquoise, steel_blue, 55
navy, purple, indigo, 105
navy, deep_pink, dark_purple, 80
navy, light_blue, royal_blue, 60
navy, dark_gray, dark_slate, 90
navy, blue, dark_slate, 80
navy, dim_gray, dark_slate, 80
navy, green, teal, 60
navy, pink, dark_purple, 75
navy, brick_red, dark_purple, 80
navy, light_gray, slate_blue, 50
navy, dark_turquoise, royal_blue, 65
navy, pale_blue, slate_blue, 60
navy, magenta, purple, 85
navy, maroon, dark_purple, 85
navy, light_mint, royal_blue, 50
navy, light_purple, dark_slate, 90
navy, light_slate, dark_slate, 90
navy, purple_red, indigo, 95
dark_yellow, aquamarine, dull_green, 85
dark_yellow, deep_blue, dark_slate, 45
dark_yellow, red_brown, brown, 80
dark_yellow, dull_blue, olive, 95
dark_yellow, light_brown, dark_bronze, 95
dark_yellow, coral, tan, 85
dark_yellow, crimson, brown, 75
dark_yellow, cyan, mint, 80
dark_yellow, gray, olive, 95
dark_yellow, dark_green, green, 105
dark_yellow, dark_beige, olive, 110
dark_yellow, dark_olive, olive, 110
dark_yellow, red_orange, dark_bronze, 95
dark_yellow, dark_salmon, dark_bronze, 90
dark_yellow, dull_green, olive, 100
dark_yellow, dark_slate, dark_gray, 60
dark_yellow, dark_teal, dark_olive, 90
dark_yellow, turquoise, mint, 85
dark_yellow, purple, purple_red, 50
dark_yellow, deep_pink, brick_red, 60
dark_yellow, light_blue, mint, 70
dark_yellow, dark_gray, dark_olive, 100
dark_yellow, blue, teal, 60
dark_yellow, gold, bronze, 95
dark_yellow, bronze, dark_bronze, 105
dark_yellow, dim_gray, olive, 100
dark_yellow, green, olive, 110
dark_yellow, pink, brick_red, 60
dark_yellow, brick_red, tan, 80
dark_yellow, beige, dark_beige, 95
dark_yellow, alice_blue, dark_beige, 75
dark_yellow, pale_yellow, dark_beige, 90
dark_yellow, light_gray, dark_beige, 90
dark_yellow, dark_turquoise, dark_mint, 90
dark_yellow, pale_blue, dark_beige, 80
dark_yellow, lime, light_green, 90
dark_yellow, light_green, olive, 100
dark_yellow, magenta, purple_red, 45
dark_yellow, maroon, brown, 80
dark_yellow, light_mint, olive, 95
dark_yellow, light_purple, brick_red, 55
dark_yellow, light_slate, dim_gray, 60
dark_yellow, mint, olive, 100
dark_yellow, purple_red, red_brown, 60
dark_yellow, pale_rose, dark_beige, 85
dark_yellow, navy, dim_gray, 50
olive, aquamarine, dull_green, 90
olive, black, dark_olive, 75
olive, red_brown, brown, 70
olive, dull_blue, dark_mint, 95
olive, light_brown, dark_bronze, 85
olive, coral, dark_bronze, 75
olive, crimson, brown, 65
olive, cyan, light_mint, 85
olive, dark_bronze, dark_yellow, 100
olive, gray, dull_green, 100
olive, dark_green, green, 105
olive, dark_beige, dark_yellow, 110
olive, dark_olive, dark_yellow, 115
olive, red_orange, dark_bronze, 85
olive, dark_salmon, dark_bronze, 85
olive, dull_green, mint, 110
olive, dark_slate, dark_gray, 55
olive, dark_teal, dark_olive, 90
olive, turquoise, mint, 90
olive, deep_pink, brick_red, 50
olive, light_blue, dark_turquoise, 70
olive, dark_gray, dark_olive, 100
olive, blue, dull_blue, 65
olive, gold, dark_beige, 95
olive, bronze, dark_yellow, 100
olive, dim_gray, dark_olive, 100
olive, green, dark_mint, 115
olive, pink, dull_red, 55
olive, brick_red, dark_bronze, 70
olive, beige, dark_beige, 100
olive, alice_blue, dull_green, 80
olive, pale_yellow, dark_beige, 90
olive, light_gray, dull_green, 90
olive, dark_turquoise, mint, 95
olive, pale_blue, dull_green, 80
olive, lime, light_green, 95
olive, light_green, mint, 105
olive, maroon, brown, 70
olive, light_mint, mint, 100
olive, light_purple, dull_red, 50
olive, light_slate, dim_gray, 55
olive, mint, dark_mint, 110
olive, purple_red, red_brown, 50
olive, pale_rose, dark_beige, 80
orange, aquamarine, yellow_green, 80
orange, deep_blue, light_mauve, 45
orange, red_brown, light_brown, 80
orange, dull_blue, dark_beige, 85
orange, light_brown, red_orange, 105
orange, coral, red_orange, 105
orange, crimson, light_brown, 80
orange, cyan, dull_green, 75
orange, dark_bronze, bronze, 110
orange, gray, bronze, 95
orange, dark_green, dark_yellow, 70
orange, dark_beige, bronze, 105
orange, dark_olive, dark_bronze, 85
orange, red_orange, pale_brown, 120
orange, dark_salmon, pale_brown, 105
orange, dull_green, dark_beige, 90
orange, dark_slate, tan, 55
orange, dark_teal, dark_bronze, 70
orange, turquoise, dull_green, 80
orange, purple, brick_red, 55
orange, deep_pink, salmon, 70
orange, light_blue, dull_green, 70
orange, dark_gray, dark_bronze, 85
orange, blue, dull_green, 65
orange, gold, bronze, 110
orange, bronze, dark_bronze, 120
orange, dim_gray, dark_bronze, 90
orange, green, olive, 75
orange, pink, coral, 75
orange, brick_red, tan, 90
orange, beige, gold, 105
orange, alice_blue, pale_tan, 85
orange, pale_yellow, gold, 100
orange, light_gray, bronze, 95
orange, dark_turquoise, dark_beige, 80
orange, pale_blue, pale_tan, 85
orange, lime, yellow_green, 75
orange, light_green, yellow_green, 80
orange, magenta, dull_pink, 60
orange, maroon, light_brown, 70
orange, light_mint, dark_beige, 80
orange, light_purple, salmon, 65
orange, light_slate, dark_salmon, 65
orange, mint, dark_beige, 80
orange, purple_red, red, 65
orange, pale_rose, pale_brown, 95
orange, dark_yellow, dark_bronze, 95
orange, olive, bronze, 90
pale_green, aquamarine, spring_green, 115
pale_green, deep_blue, steel_blue, 50
pale_green, red_brown, dark_beige, 45
pale_green, dull_blue, light_mint, 95
pale_green, light_brown, dark_beige, 65
pale_green, coral, dark_beige, 65
pale_green, cyan, aquamarine, 100
pale_green, dark_bronze, yellow_green, 85
pale_green, gray, dull_green, 95
pale_green, dark_green, mint, 80
pale_green, dark_beige, yellow_green, 105
pale_green, dark_olive, dull_green, 85
pale_green, red_orange, dark_beige, 75
pale_green, dark_salmon, dark_beige, 75
pale_green, dull_green, light_mint, 110
pale_green, dark_slate, dull_blue, 55
pale_green, dark_teal, mint, 70
pale_green, turquoise, light_mint, 95
pale_green, purple, light_slate, 55
pale_green, light_blue, light_turquoise, 75
pale_green, dark_gray, dull_green, 80
pale_green, blue, turquoise, 65
pale_green, gold, yellow_green, 95
pale_green, bronze, yellow_green, 90
pale_green, dim_gray, dull_green, 90
pale_green, green, light_green, 90
pale_green, brick_red, dark_beige, 55
pale_green, beige, yellow_green, 105
pale_green, alice_blue, aquamarine, 90
pale_green, light_gray, dull_green, 100
pale_green, dark_turquoise, light_mint, 100
pale_green, pale_blue, light_mint, 90
pale_green, lime, spring_green, 115
pale_green, light_green, spring_green, 115
pale_green, light_mint, aquamarine, 110
pale_green, light_purple, gray, 65
pale_green, light_slate, dull_blue, 65
pale_green, mint, light_green, 110
pale_green, pale_rose, pale_yellow, 90
pale_green, dark_yellow, yellow_green, 90
pale_green, olive, light_green, 95
pale_green, orange, beige, 80
pale_turquoise, aquamarine, light_turquoise, 110
pale_turquoise, deep_blue, royal_blue, 65
pale_turquoise, red_brown, dull_red, 60
pale_turquoise, dull_blue, turquoise, 105
pale_turquoise, light_brown, pale_tan, 75
pale_turquoise, coral, pale_tan, 80
pale_turquoise, crimson, dull_pink, 65
pale_turquoise, cyan, light_turquoise, 115
pale_turquoise, dark_bronze, dark_beige, 85
pale_turquoise, gray, sky_blue, 105
pale_turquoise, dark_green, mint, 75
pale_turquoise, dark_beige, dull_green, 95
pale_turquoise, dark_olive, dull_green, 80
pale_turquoise, red_orange, dark_beige, 80
pale_turquoise, dark_salmon, light_gray, 85
pale_turquoise, dull_green, light_mint, 105
pale_turquoise, dark_slate, steel_blue, 65
pale_turquoise, dark_teal, dull_blue, 75
pale_turquoise, turquoise, light_turquoise, 115
pale_turquoise, purple, light_slate, 75
pale_turquoise, deep_pink, light_mauve, 75
pale_turquoise, light_blue, sky_blue, 105
pale_turquoise, dark_gray, dull_blue, 85
pale_turquoise, blue, light_blue, 90
pale_turquoise, gold, beige, 90
pale_turquoise, bronze, dark_beige, 85
pale_turquoise, dim_gray, dull_blue, 95
pale_turquoise, green, mint, 80
pale_turquoise, pink, light_mauve, 80
pale_turquoise, brick_red, dull_red, 70
pale_turquoise, indigo, light_slate, 50
pale_turquoise, beige, pale_yellow, 95
pale_turquoise, alice_blue, sky_blue, 105
pale_turquoise, light_gray, sky_blue, 110
pale_turquoise, dark_turquoise, turquoise, 110
pale_turquoise, pale_blue, sky_blue, 110
pale_turquoise, lime, spring_green, 95
pale_turquoise, light_green, pale_green, 95
pale_turquoise, magenta, mauve, 85
pale_turquoise, maroon, dull_red, 50
pale_turquoise, light_mint, light_turquoise, 110
pale_turquoise, light_purple, light_mauve, 85
pale_turquoise, light_slate, pale_blue, 85
pale_turquoise, mint, light_mint, 100
pale_turquoise, purple_red, light_mauve, 70
pale_turquoise, pale_rose, light_gray, 95
pale_turquoise, dark_yellow, dull_green, 85
pale_turquoise, olive, dull_green, 85
pale_turquoise, orange, dark_beige, 85
pale_turquoise, pale_green, aquamarine, 100
dull_pink, aquamarine, gray, 55
dull_pink, deep_blue, purple, 85
dull_pink, red_brown, brick_red, 100
dull_pink, dull_blue, dull_red, 80
dull_pink, light_brown, brick_red, 95
dull_pink, coral, salmon, 100
dull_pink, crimson, brick_red, 105
dull_pink, cyan, sky_blue, 50
dull_pink, dark_bronze, light_brown, 80
dull_pink, gray, dull_red, 100
dull_pink, dark_green, dark_olive, 55
dull_pink, dark_beige, dark_salmon, 75
dull_pink, dark_olive, brown, 70
dull_pink, red_orange, coral, 85
dull_pink, dark_salmon, salmon, 105
dull_pink, dull_green, dull_red, 70
dull_pink, dark_slate, purple_red, 90
dull_pink, turquoise, dull_blue, 60
dull_pink, purple, light_purple, 95
dull_pink, deep_pink, pink, 115
dull_pink, light_blue, blue, 70
dull_pink, blue, light_slate, 85
dull_pink, gold, pale_brown, 65
dull_pink, bronze, tan, 80
dull_pink, dim_gray, dull_red, 100
dull_pink, green, dark_olive, 55
dull_pink, pink, deep_pink, 120
dull_pink, indigo, dark_purple, 85
dull_pink, beige, dark_salmon, 70
dull_pink, alice_blue, pale_purple, 95
dull_pink, pale_yellow, pale_pink, 80
dull_pink, light_gray, pale_pink, 95
dull_pink, dark_turquoise, slate, 65
dull_pink, pale_blue, light_mauve, 90
dull_pink, light_green, dull_green, 50
dull_pink, magenta, light_purple, 105
dull_pink, maroon, red_brown, 90
dull_pink, light_mint, gray, 60
dull_pink, light_purple, pink, 105
dull_pink, light_slate, light_purple, 100
dull_pink, mint, dim_gray, 55
dull_pink, purple_red, deep_pink, 110
dull_pink, pale_rose, pale_pink, 95
dull_pink, navy, dark_purple, 80
dull_pink, dark_yellow, tan, 70
dull_pink, olive, tan, 65
dull_pink, orange, pale_brown, 80
dull_pink, pale_green, dark_beige, 55
dull_pink, pale_turquoise, pale_purple, 80
tan, aquamarine, dull_green, 75
tan, deep_blue, dark_slate, 60
tan, red_brown, brown, 95
tan, light_brown, red_orange, 120
tan, coral, light_brown, 115
tan, crimson, brick_red, 95
tan, cyan, light_mint, 75
tan, dark_bronze, bronze, 115
tan, gray, pale_tan, 100
tan, dark_green, dark_olive, 80
tan, dark_beige, bronze, 105
tan, dark_olive, dark_yellow, 90
tan, red_orange, pale_brown, 115
tan, dark_salmon, pale_brown, 115
tan, dull_green, dark_beige, 90
tan, turquoise, mint, 80
tan, purple, purple_red, 65
tan, deep_pink, brick_red, 85
tan, light_blue, dull_blue, 75
tan, blue, slate, 75
tan, gold, bronze, 100
tan, bronze, dark_bronze, 110
tan, green, olive, 80
tan, pink, salmon, 85
tan, brick_red, light_brown, 100
tan, indigo, purple_red, 65
tan, beige, bronze, 95
tan, alice_blue, pale_tan, 90
tan, pale_yellow, pale_tan, 95
tan, light_gray, pale_tan, 95
tan, dark_turquoise, dull_green, 80
tan, pale_blue, pale_tan, 90
tan, lime, light_green, 75
tan, light_green, olive, 80
tan, magenta, deep_pink, 70
tan, maroon, brown, 90
tan, light_mint, dull_green, 85
tan, light_purple, dull_pink, 75
tan, light_slate, dull_pink, 75
tan, mint, olive, 80
tan, purple_red, brick_red, 80
tan, pale_rose, pale_tan, 95
tan, dark_yellow, dark_bronze, 100
tan, olive, dark_yellow, 95
tan, orange, red_orange, 115
tan, pale_green, dark_beige, 80
tan, pale_turquoise, dark_beige, 85
tan, dull_pink, salmon, 90
pale_pink, aquamarine, pale_turquoise, 75
pale_pink, deep_blue, slate_blue, 70
pale_pink, red_brown, brick_red, 85
pale_pink, dull_blue, gray, 80
pale_pink, light_brown, dark_salmon, 90
pale_pink, coral, dark_salmon, 100
pale_pink, crimson, dull_pink, 90
pale_pink, cyan, pale_turquoise, 60
pale_pink, dark_bronze, pale_brown, 85
pale_pink, gray, pale_purple, 105
pale_pink, dark_green, olive, 60
pale_pink, dark_beige, pale_tan, 90
pale_pink, dark_olive, pale_tan, 70
pale_pink, red_orange, pale_brown, 95
pale_pink, dark_salmon, salmon, 110
pale_pink, dull_green, pale_tan, 80
pale_pink, dark_teal, dim_gray, 65
pale_pink, turquoise, sky_blue, 65
pale_pink, purple, light_purple, 80
pale_pink, deep_pink, pink, 100
pale_pink, light_blue, sky_blue, 80
pale_pink, dark_gray, dull_red, 90
pale_pink, blue, pale_blue, 85
pale_pink, gold, bronze, 80
pale_pink, bronze, pale_brown, 90
pale_pink, dim_gray, dull_red, 95
pale_pink, green, dull_green, 60
pale_pink, pink, dull_pink, 105
pale_pink, brick_red, salmon, 100
pale_pink, indigo, light_purple, 60
pale_pink, beige, pale_orange, 90
pale_pink, alice_blue, pale_purple, 105
pale_pink, pale_yellow, pale_rose, 95
pale_pink, light_gray, pale_rose, 105
pale_pink, dark_turquoise, dull_blue, 70
pale_pink, pale_blue, pale_purple, 100
pale_pink, lime, light_green, 60
pale_pink, light_green, dull_green, 65
pale_pink, magenta, mauve, 95
pale_pink, maroon, brick_red, 65
pale_pink, light_mint, light_gray, 75
pale_pink, light_purple, light_mauve, 95
pale_pink, light_slate, light_mauve, 95
pale_pink, mint, dull_green, 70
pale_pink, purple_red, pink, 90
pale_pink, pale_rose, pale_purple, 115
pale_pink, navy, slate_blue, 50
pale_pink, dark_yellow, tan, 75
pale_pink, olive, dark_beige, 75
pale_pink, orange, pale_brown, 90
pale_pink, pale_green, pale_yellow, 70
pale_pink, pale_turquoise, light_gray, 80
pale_pink, dull_pink, pink, 105
pale_pink, tan, dark_salmon, 95
light_mauve, aquamarine, sky_blue, 80
light_mauve, deep_blue, slate_blue, 80
light_mauve, red_brown, dull_pink, 85
light_mauve, dull_blue, pale_blue, 90
light_mauve, light_brown, salmon, 85
light_mauve, coral, salmon, 90
light_mauve, crimson, dull_pink, 90
light_mauve, cyan, sky_blue, 75
light_mauve, dark_bronze, dark_salmon, 75
light_mauve, gray, pale_purple, 105
light_mauve, dark_beige, dull_red, 75
light_mauve, dark_olive, dull_red, 65
light_mauve, red_orange, dark_salmon, 80
light_mauve, dark_salmon, pale_pink, 95
light_mauve, dull_green, gray, 70
light_mauve, dark_slate, light_slate, 80
light_mauve, turquoise, sky_blue, 80
light_mauve, purple, light_purple, 90
light_mauve, deep_pink, pink, 105
light_mauve, light_blue, blue, 80
light_mauve, gold, pale_tan, 65
light_mauve, bronze, dark_salmon, 75
light_mauve, dim_gray, dull_red, 100
light_mauve, green, dark_mint, 50
light_mauve, pink, mauve, 115
light_mauve, brick_red, dull_pink, 95
light_mauve, indigo, light_purple, 70
light_mauve, beige, pale_rose, 70
light_mauve, alice_blue, pale_purple, 105
light_mauve, pale_yellow, pale_rose, 80
light_mauve, light_gray, pale_purple, 100
light_mauve, dark_turquoise, sky_blue, 80
light_mauve, pale_blue, pale_purple, 105
light_mauve, lime, light_green, 45
light_mauve, light_green, dull_green, 50
light_mauve, magenta, mauve, 105
light_mauve, maroon, purple_red, 70
light_mauve, light_mint, pale_blue, 85
light_mauve, light_purple, mauve, 105
light_mauve, light_slate, mauve, 105
light_mauve, mint, dull_blue, 80
light_mauve, purple_red, light_purple, 100
light_mauve, pale_rose, pale_purple, 105
light_mauve, navy, slate_blue, 65
light_mauve, dark_yellow, tan, 65
light_mauve, olive, pale_tan, 60
light_mauve, orange, pale_brown, 75
light_mauve, pale_green, dull_green, 55
light_mauve, pale_turquoise, alice_blue, 90
light_mauve, dull_pink, pink, 110
light_mauve, tan, dull_red, 85
light_mauve, pale_pink, pale_purple, 110
dark_purple, aquamarine, light_slate, 50
dark_purple, black, indigo, 95
dark_purple, deep_blue, indigo, 105
dark_purple, red_brown, purple_red, 95
dark_purple, dull_blue, dark_slate, 80
dark_purple, light_brown, red_brown, 75
dark_purple, coral, purple_red, 70
dark_purple, crimson, purple_red, 95
dark_purple, cyan, steel_blue, 50
dark_purple, dark_bronze, red_brown, 60
dark_purple, gray, purple_red, 80
dark_purple, red_orange, crimson, 60
dark_purple, dark_salmon, purple_red, 75
dark_purple, dark_slate, indigo, 110
dark_purple, dark_teal, indigo, 105
dark_purple, turquoise, royal_blue, 60
dark_purple, purple, indigo, 115
dark_purple, deep_pink, purple_red, 100
dark_purple, light_blue, royal_blue, 60
dark_purple, blue, slate_blue, 80
dark_purple, bronze, brick_red, 50
dark_purple, pink, purple_red, 90
dark_purple, brick_red, purple_red, 90
dark_purple, alice_blue, light_purple, 65
dark_purple, pale_yellow, dull_pink, 50
dark_purple, light_gray, light_purple, 70
dark_purple, dark_turquoise, dark_slate, 65
dark_purple, pale_blue, light_purple, 70
dark_purple, magenta, purple, 95
dark_purple, light_mint, slate_blue, 60
dark_purple, light_purple, purple, 105
dark_purple, light_slate, purple, 100
dark_purple, pale_rose, dull_pink, 65
dark_purple, navy, indigo, 110
dark_purple, dark_yellow, red_brown, 55
dark_purple, orange, brick_red, 50
dark_purple, pale_turquoise, light_slate, 65
dark_purple, dull_pink, purple_red, 95
dark_purple, tan, purple_red, 70
dark_purple, pale_pink, light_purple, 70
dark_purple, light_mauve, light_purple, 80
red, aquamarine, dark_salmon, 50
red, black, maroon, 75
red, deep_blue, magenta, 70
red, red_brown, crimson, 110
red, dull_blue, brick_red, 75
red, crimson, brick_red, 115
red, dark_bronze, light_brown, 90
red, gray, brick_red, 90
red, dark_green, maroon, 55
red, dark_beige, light_brown, 80
red, dark_olive, red_brown, 70
red, red_orange, coral, 100
red, dark_salmon, brick_red, 105
red, dull_green, brick_red, 65
red, dark_slate, red_brown, 80
red, dark_teal, red_brown, 75
red, turquoise, dark_gray, 60
red, purple, purple_red, 80
red, deep_pink, crimson, 95
red, light_blue, light_mauve, 60
red, dark_gray, red_brown, 95
red, blue, purple_red, 75
red, gold, light_brown, 75
red, bronze, light_brown, 85
red, dim_gray, crimson, 95
red, green, brown, 50
red, pink, brick_red, 95
red, brick_red, crimson, 110
red, indigo, red_brown, 75
red, beige, coral, 75
red, alice_blue, salmon, 80
red, pale_yellow, salmon, 75
red, light_gray, brick_red, 85
red, dark_turquoise, brown, 60
red, pale_blue, brick_red, 80
red, magenta, deep_pink, 85
red, maroon, red_brown, 100
red, light_mint, brick_red, 60
red, light_purple, deep_pink, 85
red, light_slate, purple_red, 80
red, mint, brown, 55
red, purple_red, crimson, 95
red, pale_rose, salmon, 85
red, dark_yellow, brown, 75
red, olive, brown, 65
red, orange, coral, 90
red, pale_green, tan, 50
red, pale_turquoise, brick_red, 65
red, dull_pink, crimson, 100
red, tan, light_brown, 105
red, pale_pink, salmon, 90
red, light_mauve, brick_red, 85
red, dark_purple, crimson, 80
dull_red, aquamarine, dull_green, 75
dull_red, deep_blue, slate_blue, 80
dull_red, red_brown, brick_red, 95
dull_red, dull_blue, gray, 90
dull_red, light_brown, tan, 105
dull_red, coral, dark_salmon, 105
dull_red, crimson, brick_red, 100
dull_red, cyan, turquoise, 75
dull_red, dark_bronze, tan, 95
dull_red, dark_green, dark_olive, 75
dull_red, dark_beige, pale_tan, 95
dull_red, red_orange, tan, 100
dull_red, dark_salmon, salmon, 115
dull_red, dull_green, gray, 85
dull_red, dark_teal, dark_gray, 80
dull_red, turquoise, dull_blue, 80
dull_red, purple, light_purple, 85
dull_red, deep_pink, dull_pink, 105
